Method,Site,FarmingSystem,SampleRef,DistanceFromTR,Month,Year,Species,Sex,TaxGroup,Abundance
Pan,2,Arable,CL,9.5,8,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Arable,CM,9.5,8,2018,NA,NA,NA,0
Pan,2,Arable,CN,5,8,2018,Syritta pipiens,Unknown,Syrphidae,1
Pan,2,Arable,CN,5,8,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Arable,CO,0.5,8,2018,Eristalinus sepulchralis,Unknown,Syrphidae,1
Pan,2,Arable,CO,0.5,8,2018,Eupeodes latifasciatus,Unknown,Syrphidae,2
Pan,2,Arable,CO,0.5,8,2018,Lasioglossum calceatum,F,Anthophila,1
Pan,2,Arable,CP,0,8,2018,NA,NA,NA,0
Pan,2,Agroforestry,TA,0,8,2018,NA,NA,NA,0
Pan,2,Agroforestry,TB,0.5,8,2018,Bombus pascuorum,F,Anthophila,1
Pan,2,Agroforestry,TB,0.5,8,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Agroforestry,TC,5,8,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Agroforestry,TC,5,8,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Agroforestry,TC,5,8,2018,Lasioglossum calceatum,F,Anthophila,1
Pan,2,Agroforestry,TD,9.5,8,2018,NA,NA,NA,0
Pan,2,Agroforestry,TE,9.5,8,2018,Lasioglossum calceatum,F,Anthophila,1
Pan,2,Agroforestry,TE,9.5,8,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Agroforestry,TF,5,8,2018,NA,NA,NA,0
Pan,2,Agroforestry,TG,0.5,8,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,2,Agroforestry,TH,0,8,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Agroforestry,TI,0,8,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Agroforestry,TJ,0.5,8,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Agroforestry,TJ,0.5,8,2018,Lasioglossum fulvicorne,F,Anthophila,1
Pan,2,Agroforestry,TK,5,8,2018,NA,NA,NA,0
Pan,2,Agroforestry,TL,9.5,8,2018,NA,NA,NA,0
Pan,2,Agroforestry,TM,9.5,8,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Agroforestry,TM,9.5,8,2018,Eristalinus sepulchralis,Unknown,Syrphidae,1
Pan,2,Agroforestry,TN,5,8,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,2,Agroforestry,TO,0.5,8,2018,Bombus pascuorum,F,Anthophila,1
Pan,2,Agroforestry,TP,0,8,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,3,Arable,CA,0,8,2018,NA,NA,NA,0
Pan,3,Arable,CB,0.5,8,2018,Bombus lapidarius,M,Anthophila,1
Pan,3,Arable,CC,5,8,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Arable,CD,9.5,8,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Arable,CD,9.5,8,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,3,Arable,CD,9.5,8,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,3,Arable,CE,9.5,8,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,3,Arable,CF,5,8,2018,NA,NA,NA,0
Pan,3,Arable,CG,0.5,8,2018,NA,NA,NA,0
Pan,3,Arable,CH,0,8,2018,NA,NA,NA,0
Pan,3,Arable,CI,0,8,2018,Lasioglossum albipes,F,Anthophila,1
Pan,3,Arable,CI,0,8,2018,Eumerus funeralis,Unknown,Syrphidae,2
Pan,3,Arable,CJ,0.5,8,2018,NA,NA,NA,0
Pan,3,Arable,CK,5,8,2018,Lasioglossum malachurum,M,Anthophila,1
Pan,3,Arable,CK,5,8,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Arable,CL,9.5,8,2018,Eumerus funeralis,Unknown,Syrphidae,2
Pan,3,Arable,CM,9.5,8,2018,NA,NA,NA,0
Pan,3,Arable,CN,5,8,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,3,Arable,CO,0.5,8,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Arable,CO,0.5,8,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,3,Arable,CP,0,8,2018,NA,NA,NA,0
Pan,3,Agroforestry,TA,0,8,2018,Bombus pascuorum,F,Anthophila,1
Pan,3,Agroforestry,TB,0.5,8,2018,Andrena minutula,F,Anthophila,1
Pan,3,Agroforestry,TB,0.5,8,2018,Lasioglossum albipes,M,Anthophila,1
Pan,3,Agroforestry,TB,0.5,8,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TB,0.5,8,2018,Sphecodes gibbus,M,Anthophila,1
Pan,3,Agroforestry,TB,0.5,8,2018,Bombus lapidarius,M,Anthophila,1
Pan,3,Agroforestry,TC,5,8,2018,Bombus lucorumterrestris,F,Anthophila,1
Pan,3,Agroforestry,TC,5,8,2018,Lasioglossum albipes,M,Anthophila,1
Pan,3,Agroforestry,TC,5,8,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TD,9.5,8,2018,NA,NA,NA,0
Pan,3,Agroforestry,TE,9.5,8,2018,NA,NA,NA,0
Pan,3,Agroforestry,TE,9.5,8,2018,Apis mellifera,Unknown,Anthophila,2
Pan,3,Agroforestry,TF,5,8,2018,Bombus pascuorum,F,Anthophila,1
Pan,3,Agroforestry,TG,0.5,8,2018,NA,NA,NA,0
Pan,3,Agroforestry,TH,0,8,2018,Halictus tumulorum,M,Anthophila,1
Pan,3,Agroforestry,TH,0,8,2018,Bombus pascuorum,F,Anthophila,1
Pan,3,Agroforestry,TI,0,8,2018,Bombus lapidarius,M,Anthophila,1
Pan,3,Agroforestry,TJ,0.5,8,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,3,Agroforestry,TJ,0.5,8,2018,Bombus lapidarius,M,Anthophila,1
Pan,3,Agroforestry,TK,5,8,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TK,5,8,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TL,9.5,8,2018,NA,NA,NA,0
Pan,3,Agroforestry,TM,9.5,8,2018,Lasioglossum albipes,M,Anthophila,1
Pan,3,Agroforestry,TM,9.5,8,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TN,5,8,2018,NA,NA,NA,0
Pan,3,Agroforestry,TO,0.5,8,2018,NA,NA,NA,0
Pan,3,Agroforestry,TP,0,8,2018,Lasioglossum albipes,M,Anthophila,1
Pan,1,Arable,CA,0,9,2018,NA,NA,NA,0
Pan,1,Arable,CB,0.5,9,2018,NA,NA,NA,0
Pan,1,Arable,CC,5,9,2018,NA,NA,NA,0
Pan,1,Arable,CD,9.5,9,2018,NA,NA,NA,0
Pan,1,Arable,CE,9.5,9,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,1,Arable,CF,5,9,2018,NA,NA,NA,0
Pan,1,Arable,CF,5,9,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Arable,CG,0.5,9,2018,NA,NA,NA,0
Pan,1,Arable,CH,0,9,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,1,Arable,CI,0,9,2018,NA,NA,NA,0
Pan,1,Arable,CJ,0.5,9,2018,NA,NA,NA,0
Pan,1,Arable,CK,5,9,2018,NA,NA,NA,0
Pan,1,Arable,CK,5,9,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Arable,CL,9.5,9,2018,NA,NA,NA,0
Pan,1,Arable,CM,9.5,9,2018,NA,NA,NA,0
Pan,1,Arable,CM,9.5,9,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Arable,CN,5,9,2018,NA,NA,NA,0
Pan,1,Arable,CO,0.5,9,2018,NA,NA,NA,0
Pan,1,Arable,CO,0.5,9,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Arable,CP,0,9,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,1,Arable,CP,0,9,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,1,Agroforestry,TA,0,9,2018,Platycheirus peltatus,Unknown,Syrphidae,1
Pan,1,Agroforestry,TA,0,9,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,1,Agroforestry,TA,0,9,2018,Apis mellifera,Unknown,Anthophila,2
Pan,1,Agroforestry,TB,0.5,9,2018,Bombus pascuorum,F,Anthophila,1
Pan,1,Agroforestry,TB,0.5,9,2018,Apis mellifera,Unknown,Anthophila,2
Pan,1,Agroforestry,TC,5,9,2018,NA,NA,NA,0
Pan,1,Agroforestry,TC,5,9,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Agroforestry,TD,9.5,9,2018,NA,NA,NA,0
Pan,1,Agroforestry,TD,9.5,9,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Agroforestry,TE,9.5,9,2018,NA,NA,NA,0
Pan,1,Agroforestry,TE,9.5,9,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Agroforestry,TF,5,9,2018,NA,NA,NA,0
Pan,1,Agroforestry,TF,5,9,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Agroforestry,TG,0.5,9,2018,NA,NA,NA,0
Pan,1,Agroforestry,TG,0.5,9,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Agroforestry,TH,0,9,2018,NA,NA,NA,0
Pan,1,Agroforestry,TI,0,9,2018,NA,NA,NA,0
Pan,1,Agroforestry,TJ,0.5,9,2018,NA,NA,NA,0
Pan,1,Agroforestry,TJ,0.5,9,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Agroforestry,TK,5,9,2018,NA,NA,NA,0
Pan,1,Agroforestry,TL,9.5,9,2018,NA,NA,NA,0
Pan,1,Agroforestry,TL,9.5,9,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Agroforestry,TM,9.5,9,2018,NA,NA,NA,0
Pan,1,Agroforestry,TM,9.5,9,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Agroforestry,TN,5,9,2018,NA,NA,NA,0
Pan,1,Agroforestry,TO,0.5,9,2018,NA,NA,NA,0
Pan,1,Agroforestry,TP,0,9,2018,NA,NA,NA,0
Pan,2,Arable,CA,0,9,2018,NA,NA,NA,0
Pan,2,Arable,CB,0.5,9,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Arable,CC,5,9,2018,NA,NA,NA,0
Pan,2,Arable,CD,9.5,9,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,2,Arable,CE,9.5,9,2018,Lasioglossum pauxillum,F,Anthophila,1
Pan,2,Arable,CF,5,9,2018,NA,NA,NA,0
Pan,2,Arable,CG,0.5,9,2018,NA,NA,NA,0
Pan,2,Arable,CH,0,9,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Arable,CI,0,9,2018,NA,NA,NA,0
Pan,2,Arable,CJ,0.5,9,2018,NA,NA,NA,0
Pan,2,Arable,CK,5,9,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,2,Arable,CL,9.5,9,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Arable,CL,9.5,9,2018,Apis mellifera,Unknown,Anthophila,1
Pan,2,Arable,CM,9.5,9,2018,NA,NA,NA,0
Pan,2,Arable,CN,5,9,2018,NA,NA,NA,0
Pan,2,Arable,CO,0.5,9,2018,NA,NA,NA,0
Pan,2,Arable,CP,0,9,2018,NA,NA,NA,0
Pan,2,Agroforestry,TA,0,9,2018,NA,NA,NA,0
Pan,2,Agroforestry,TB,0.5,9,2018,NA,NA,NA,0
Pan,2,Agroforestry,TC,5,9,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Agroforestry,TC,5,9,2018,Eristalis tenax,Unknown,Syrphidae,1
Pan,2,Agroforestry,TD,9.5,9,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,2,Agroforestry,TD,9.5,9,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,2,Agroforestry,TE,9.5,9,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,2,Agroforestry,TF,5,9,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,2,Agroforestry,TF,5,9,2018,Lasioglossum pauxillum,M,Anthophila,1
Pan,2,Agroforestry,TF,5,9,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Agroforestry,TG,0.5,9,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,2,Agroforestry,TH,0,9,2018,NA,NA,NA,0
Pan,2,Agroforestry,TI,0,9,2018,NA,NA,NA,0
Pan,2,Agroforestry,TJ,0.5,9,2018,Lasioglossum pauxillum,M,Anthophila,1
Pan,2,Agroforestry,TK,5,9,2018,NA,NA,NA,0
Pan,2,Agroforestry,TL,9.5,9,2018,Helophilus pendulus,Unknown,Syrphidae,3
Pan,2,Agroforestry,TM,9.5,9,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Agroforestry,TN,5,9,2018,NA,NA,NA,0
Pan,2,Agroforestry,TN,5,9,2018,Apis mellifera,Unknown,Anthophila,1
Pan,2,Agroforestry,TO,0.5,9,2018,Eupeodes luniger,Unknown,Syrphidae,1
Pan,2,Agroforestry,TP,0,9,2018,NA,NA,NA,0
Pan,3,Arable,CA,0,9,2018,NA,NA,NA,0
Pan,3,Arable,CB,0.5,9,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,3,Arable,CC,5,9,2018,NA,NA,NA,0
Pan,3,Arable,CD,9.5,9,2018,NA,NA,NA,0
Pan,3,Arable,CE,9.5,9,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,3,Arable,CF,5,9,2018,NA,NA,NA,0
Pan,3,Arable,CG,0.5,9,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,3,Arable,CH,0,9,2018,NA,NA,NA,0
Pan,3,Arable,CI,0,9,2018,NA,NA,NA,0
Pan,3,Arable,CJ,0.5,9,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,3,Arable,CJ,0.5,9,2018,Lasioglossum villosulum,F,Anthophila,1
Pan,3,Arable,CK,5,9,2018,NA,NA,NA,0
Pan,3,Arable,CL,9.5,9,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,3,Arable,CM,9.5,9,2018,Lasioglossum albipes,F,Anthophila,1
Pan,3,Arable,CM,9.5,9,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,3,Arable,CN,5,9,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,3,Arable,CN,5,9,2018,Melanostoma mellinum,Unknown,Syrphidae,1
Pan,3,Arable,CO,0.5,9,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,3,Arable,CP,0,9,2018,NA,NA,NA,0
Pan,3,Agroforestry,TA,0,9,2018,Bombus pascuorum,F,Anthophila,1
Pan,3,Agroforestry,TB,0.5,9,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,3,Agroforestry,TC,5,9,2018,NA,NA,NA,0
Pan,3,Agroforestry,TD,9.5,9,2018,NA,NA,NA,0
Pan,3,Agroforestry,TE,9.5,9,2018,NA,NA,NA,0
Pan,3,Agroforestry,TF,5,9,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,3,Agroforestry,TG,0.5,9,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TG,0.5,9,2018,Lasioglossum albipes,F,Anthophila,1
Pan,3,Agroforestry,TH,0,9,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,3,Agroforestry,TH,0,9,2018,Lasioglossum albipes,F,Anthophila,1
Pan,3,Agroforestry,TH,0,9,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TI,0,9,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,3,Agroforestry,TJ,0.5,9,2018,Lasioglossum morio,M,Anthophila,1
Pan,3,Agroforestry,TK,5,9,2018,NA,NA,NA,0
Pan,3,Agroforestry,TL,9.5,9,2018,NA,NA,NA,0
Pan,3,Agroforestry,TM,9.5,9,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,3,Agroforestry,TN,5,9,2018,Lasioglossum albipes,M,Anthophila,1
Pan,3,Agroforestry,TN,5,9,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,3,Agroforestry,TN,5,9,2018,Lasioglossum albipes,F,Anthophila,1
Pan,3,Agroforestry,TO,0.5,9,2018,NA,NA,NA,0
Pan,3,Agroforestry,TP,0,9,2018,Lasioglossum albipes,M,Anthophila,1
Pan,2,Arable,CA,0,10,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Arable,CA,0,10,2018,Apis mellifera,Unknown,Anthophila,1
Pan,2,Arable,CB,0.5,10,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,2,Arable,CC,5,10,2018,Eristalis pertinax,Unknown,Syrphidae,1
Pan,2,Arable,CC,5,10,2018,Episyrphus balteatus,Unknown,Syrphidae,1
Pan,2,Arable,CC,5,10,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,2,Arable,CD,9.5,10,2018,Eupeodes corollae,Unknown,Syrphidae,2
Pan,2,Arable,CD,9.5,10,2018,Apis mellifera,Unknown,Anthophila,1
Pan,2,Arable,CE,9.5,10,2018,NA,NA,NA,0
Pan,2,Arable,CF,5,10,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Arable,CF,5,10,2018,Bombus hortorum,Q,Anthophila,1
Pan,2,Arable,CF,5,10,2018,Eristalis pertinax,Unknown,Syrphidae,1
Pan,2,Arable,CG,0.5,10,2018,Eupeodes luniger,Unknown,Syrphidae,1
Pan,2,Arable,CH,0,10,2018,NA,NA,NA,0
Pan,2,Arable,CI,0,10,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Arable,CJ,0.5,10,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,2,Arable,CJ,0.5,10,2018,Scaeva pyrastri,Unknown,Syrphidae,1
Pan,2,Arable,CJ,0.5,10,2018,Eupeodes corollae,Unknown,Syrphidae,2
Pan,2,Arable,CJ,0.5,10,2018,Apis mellifera,Unknown,Anthophila,1
Pan,2,Arable,CK,5,10,2018,Eristalis tenax,Unknown,Syrphidae,1
Pan,2,Arable,CK,5,10,2018,Apis mellifera,Unknown,Anthophila,1
Pan,2,Arable,CL,9.5,10,2018,NA,NA,NA,0
Pan,2,Arable,CM,9.5,10,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Arable,CM,9.5,10,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,2,Arable,CN,5,10,2018,NA,NA,NA,0
Pan,2,Arable,CO,0.5,10,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,2,Arable,CO,0.5,10,2018,Apis mellifera,Unknown,Anthophila,1
Pan,2,Arable,CP,0,10,2018,NA,NA,NA,0
Pan,2,Agroforestry,TA,0,10,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Agroforestry,TB,0.5,10,2018,Episyrphus balteatus,Unknown,Syrphidae,1
Pan,2,Agroforestry,TB,0.5,10,2018,Andrena chrysosceles,M,Anthophila,1
Pan,2,Agroforestry,TC,5,10,2018,NA,NA,NA,0
Pan,2,Agroforestry,TD,9.5,10,2018,NA,NA,NA,0
Pan,2,Agroforestry,TE,9.5,10,2018,Eupeodes corollae,Unknown,Syrphidae,3
Pan,2,Agroforestry,TF,5,10,2018,NA,NA,NA,0
Pan,2,Agroforestry,TG,0.5,10,2018,NA,NA,NA,0
Pan,2,Agroforestry,TH,0,10,2018,NA,NA,NA,0
Pan,2,Agroforestry,TI,0,10,2018,NA,NA,NA,0
Pan,2,Agroforestry,TJ,0.5,10,2018,NA,NA,NA,0
Pan,2,Agroforestry,TK,5,10,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,2,Agroforestry,TK,5,10,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Agroforestry,TL,9.5,10,2018,Lasioglossum fulvicorne,F,Anthophila,1
Pan,2,Agroforestry,TL,9.5,10,2018,Andrena chrysosceles,M,Anthophila,1
Pan,2,Agroforestry,TL,9.5,10,2018,Eupeodes corollae,Unknown,Syrphidae,2
Pan,2,Agroforestry,TM,9.5,10,2018,Eupeodes corollae,Unknown,Syrphidae,2
Pan,2,Agroforestry,TM,9.5,10,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Agroforestry,TM,9.5,10,2018,Lasioglossum parvulum,F,Anthophila,1
Pan,2,Agroforestry,TN,5,10,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Agroforestry,TO,0.5,10,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Agroforestry,TP,0,10,2018,NA,NA,NA,0
Pan,1,Arable,CA,0,4,2019,Andrena nigroaenea,M,Anthophila,10
Pan,1,Arable,CA,0,4,2019,Andrena nigroaenea,F,Anthophila,4
Pan,1,Arable,CA,0,4,2019,Andrena nitida,M,Anthophila,1
Pan,1,Arable,CA,0,4,2019,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Arable,CB,0.5,4,2019,Andrena cineraria,F,Anthophila,1
Pan,1,Arable,CB,0.5,4,2019,Andrena nigroaenea,F,Anthophila,6
Pan,1,Arable,CB,0.5,4,2019,Andrena nigroaenea,M,Anthophila,2
Pan,1,Arable,CB,0.5,4,2019,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Arable,CB,0.5,4,2019,Lasioglossum calceatum,F,Anthophila,1
Pan,1,Arable,CC,5,4,2019,Andrena nigroaenea,M,Anthophila,6
Pan,1,Arable,CC,5,4,2019,Andrena cineraria,M,Anthophila,6
Pan,1,Arable,CC,5,4,2019,Andrena nitida,M,Anthophila,2
Pan,1,Arable,CC,5,4,2019,Lasioglossum malachurum,F,Anthophila,2
Pan,1,Arable,CC,5,4,2019,Andrena nigroaenea,F,Anthophila,8
Pan,1,Arable,CD,9.5,4,2019,Andrena cineraria,M,Anthophila,2
Pan,1,Arable,CD,9.5,4,2019,Andrena cineraria,F,Anthophila,1
Pan,1,Arable,CD,9.5,4,2019,Andrena haemorrhoa,F,Anthophila,1
Pan,1,Arable,CD,9.5,4,2019,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Arable,CD,9.5,4,2019,Andrena nitida,M,Anthophila,2
Pan,1,Arable,CD,9.5,4,2019,Andrena nigroaenea,F,Anthophila,7
Pan,1,Arable,CD,9.5,4,2019,Andrena nigroaenea,M,Anthophila,4
Pan,1,Arable,CD,9.5,4,2019,Lasioglossum calceatum,F,Anthophila,1
Pan,1,Arable,CE,9.5,4,2019,Andrena nigroaenea,M,Anthophila,8
Pan,1,Arable,CE,9.5,4,2019,Andrena cineraria,M,Anthophila,5
Pan,1,Arable,CE,9.5,4,2019,Andrena fulva,F,Anthophila,1
Pan,1,Arable,CE,9.5,4,2019,Andrena nigroaenea,F,Anthophila,14
Pan,1,Arable,CE,9.5,4,2019,Andrena nitida,F,Anthophila,1
Pan,1,Arable,CE,9.5,4,2019,Lasioglossum malachurum,F,Anthophila,2
Pan,1,Arable,CE,9.5,4,2019,Andrena nitida,M,Anthophila,1
Pan,1,Arable,CF,5,4,2019,Andrena cineraria,M,Anthophila,2
Pan,1,Arable,CF,5,4,2019,Andrena nitida,F,Anthophila,2
Pan,1,Arable,CF,5,4,2019,Andrena cineraria,F,Anthophila,1
Pan,1,Arable,CF,5,4,2019,Andrena nigroaenea,M,Anthophila,1
Pan,1,Arable,CF,5,4,2019,Andrena nigroaenea,F,Anthophila,3
Pan,1,Arable,CG,0.5,4,2019,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Arable,CG,0.5,4,2019,Halictus rubicundus,F,Anthophila,1
Pan,1,Arable,CG,0.5,4,2019,Andrena nigroaenea,M,Anthophila,1
Pan,1,Arable,CG,0.5,4,2019,Andrena nigroaenea,F,Anthophila,7
Pan,1,Arable,CG,0.5,4,2019,Andrena nitida,M,Anthophila,1
Pan,1,Arable,CH,0,4,2019,Lasioglossum calceatum,F,Anthophila,1
Pan,1,Arable,CH,0,4,2019,Andrena nigroaenea,F,Anthophila,10
Pan,1,Arable,CH,0,4,2019,Andrena cineraria,M,Anthophila,5
Pan,1,Arable,CH,0,4,2019,Andrena nitida,M,Anthophila,1
Pan,1,Arable,CH,0,4,2019,Lasioglossum malachurum,F,Anthophila,2
Pan,1,Arable,CH,0,4,2019,Andrena nigroaenea,M,Anthophila,9
Pan,1,Arable,CI,0,4,2019,Andrena nigroaenea,M,Anthophila,9
Pan,1,Arable,CI,0,4,2019,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Arable,CI,0,4,2019,Andrena nigroaenea,F,Anthophila,10
Pan,1,Arable,CJ,0.5,4,2019,Lasioglossum malachurum,F,Anthophila,6
Pan,1,Arable,CJ,0.5,4,2019,Andrena nigroaenea,F,Anthophila,8
Pan,1,Arable,CJ,0.5,4,2019,Andrena nitida,F,Anthophila,1
Pan,1,Arable,CJ,0.5,4,2019,Andrena nigroaenea,M,Anthophila,5
Pan,1,Arable,CK,5,4,2019,Andrena nitida,M,Anthophila,1
Pan,1,Arable,CK,5,4,2019,Andrena nigroaenea,F,Anthophila,8
Pan,1,Arable,CK,5,4,2019,Andrena nigroaenea,M,Anthophila,4
Pan,1,Arable,CK,5,4,2019,Lasioglossum morio,F,Anthophila,1
Pan,1,Arable,CK,5,4,2019,Andrena nitida,F,Anthophila,2
Pan,1,Arable,CL,9.5,4,2019,Andrena haemorrhoa,F,Anthophila,1
Pan,1,Arable,CL,9.5,4,2019,Andrena nigroaenea,F,Anthophila,5
Pan,1,Arable,CL,9.5,4,2019,Andrena nitida,F,Anthophila,1
Pan,1,Arable,CL,9.5,4,2019,Lasioglossum calceatum,F,Anthophila,1
Pan,1,Arable,CL,9.5,4,2019,Andrena cineraria,M,Anthophila,1
Pan,1,Arable,CM,9.5,4,2019,Lasioglossum malachurum,F,Anthophila,3
Pan,1,Arable,CM,9.5,4,2019,Andrena nitida,F,Anthophila,2
Pan,1,Arable,CM,9.5,4,2019,Andrena nitida,M,Anthophila,1
Pan,1,Arable,CM,9.5,4,2019,Andrena nigroaenea,F,Anthophila,4
Pan,1,Arable,CM,9.5,4,2019,Andrena nigroaenea,M,Anthophila,6
Pan,1,Arable,CN,5,4,2019,Andrena nigroaenea,F,Anthophila,2
Pan,1,Arable,CN,5,4,2019,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Arable,CN,5,4,2019,Lasioglossum calceatum,F,Anthophila,1
Pan,1,Arable,CO,0.5,4,2019,Andrena cineraria,F,Anthophila,1
Pan,1,Arable,CO,0.5,4,2019,Andrena nitida,F,Anthophila,5
Pan,1,Arable,CO,0.5,4,2019,Andrena nigroaenea,M,Anthophila,6
Pan,1,Arable,CO,0.5,4,2019,Andrena nitida,M,Anthophila,3
Pan,1,Arable,CO,0.5,4,2019,Andrena nigroaenea,F,Anthophila,6
Pan,1,Arable,CO,0.5,4,2019,Lasioglossum malachurum,F,Anthophila,3
Pan,1,Arable,CP,0,4,2019,Andrena cineraria,F,Anthophila,1
Pan,1,Arable,CP,0,4,2019,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Arable,CP,0,4,2019,Andrena nigroaenea,F,Anthophila,3
Pan,1,Arable,CP,0,4,2019,Andrena nigroaenea,M,Anthophila,5
Pan,1,Arable,CP,0,4,2019,Andrena nitida,F,Anthophila,1
