month,date,site,treatment,recorder,quadrat,perc_cover,spp,spp_perc,spp_fu,notes
july,26/07/2023,WH,C,"EK, SA",5C,85,knotgrass,35,6,
july,26/07/2023,WH,C,"EK, SA",6C,45,scentless mayweed,40,12,
july,26/07/2023,WH,C,"EK, SA",6C,45,forget-me-not,5,10,
july,26/07/2023,WH,C,"EK, SA",6B,10,scentless mayweed,10,6,
july,26/07/2023,WH,C,"EK, SA",6A,7,field pansy,2,1,
july,26/07/2023,WH,C,"EK, SA",6A,7,forget-me-not,5,5,
july,27/07/2023,WH,C,"EK, SA",M1A,0,na,na,na,
july,27/07/2023,WH,C,"EK, SA",M1B,0,na,na,na,
july,27/07/2023,WH,C,"EK, SA",M1C,0,na,na,na,
july,27/07/2023,WH,C,"EK, SA",M2A,0,na,na,na,
july,27/07/2023,WH,C,"EK, SA",M2B,0,na,na,na,
july,27/07/2023,WH,C,"EK, SA",M2C,0,na,na,na,
july,27/07/2023,WH,C,"EK, SA",M3A,0,na,na,na,
july,27/07/2023,WH,C,"EK, SA",M3B,50,creeping thistle,50,1,
july,27/07/2023,WH,C,"EK, SA",M3C,0,na,na,na,
july,28/07/2023,RH,AF,"EK, SA",1A,0,na,na,na,
july,28/07/2023,RH,AF,"EK, SA",1B,0,na,na,na,
july,28/07/2023,RH,AF,"EK, SA",1C,0,na,na,na,
july,28/07/2023,RH,AF,"EK, SA",2C,65,bristly oxtongue,60,26,
july,28/07/2023,RH,AF,"EK, SA",2C,65,prickly sow thistle,5,2,
july,28/07/2023,RH,AF,"EK, SA",2B,0,na,na,na,
july,28/07/2023,RH,AF,"EK, SA",2A,35,prickly sow thistle,5,3,
july,28/07/2023,RH,AF,"EK, SA",2A,35,cut-leaved cranesbill,30,2,
july,28/07/2023,RH,AF,"EK, SA",3A,5,field speedwell,5,3,
july,28/07/2023,RH,AF,"EK, SA",3B,0,na,na,na,
july,28/07/2023,RH,AF,"EK, SA",3C,0,na,na,na,
july,28/07/2023,RH,AF,"EK, SA",4C,0,na,na,na,
july,28/07/2023,RH,AF,"EK, SA",4B,5,charlock,3,5,
july,28/07/2023,RH,AF,"EK, SA",4B,5,field speedwell,2,1,
july,28/07/2023,RH,AF,"EK, SA",4A,20,cut-leaved cranesbill,20,3,
july,28/07/2023,RH,AF,"EK, SA",5A,10,field speedwell,10,3,
july,28/07/2023,RH,AF,"EK, SA",5B,0,na,na,na,
july,28/07/2023,RH,AF,"EK, SA",5C,5,forget-me-not,2,1,
july,28/07/2023,RH,AF,"EK, SA",5C,5,field speedwell,3,1,
july,28/07/2023,RH,AF,"EK, SA",6C,85,cut-leaved cranesbill,80,6,
july,28/07/2023,RH,AF,"EK, SA",6C,85,forget-me-not,5,6,
july,28/07/2023,RH,AF,"EK, SA",6B,40,cut-leaved cranesbill,40,3,
july,28/07/2023,RH,AF,"EK, SA",6A,0,na,na,na,
july,28/07/2023,RH,AF,"EK, SA",M1A,5,fool's parsley,5,5,
july,28/07/2023,RH,AF,"EK, SA",M1B,10,bristly oxtongue,10,4,
july,28/07/2023,RH,AF,"EK, SA",M1C,80,bristly oxtongue,75,5,
july,28/07/2023,RH,AF,"EK, SA",M1C,80,nipplewort,5,5,
july,28/07/2023,RH,AF,"EK, SA",M2A,3,selfheal,3,4,
july,28/07/2023,RH,AF,"EK, SA",M2B,10,bristly oxtongue,10,1,
july,28/07/2023,RH,AF,"EK, SA",M2C,0,na,na,na,
july,28/07/2023,RH,AF,"EK, SA",M3A,45,cut-leaved cranesbill,5,1,
july,28/07/2023,RH,AF,"EK, SA",M3A,45,creeping cinquefoil,40,1,
july,28/07/2023,RH,AF,"EK, SA",M3B,25,bristly oxtongue,25,3,
july,28/07/2023,RH,AF,"EK, SA",M3A,40,bristly oxtongue,40,4,
july,28/07/2023,RH,C,"EK, SA",1A,40,scentless mayweed,20,6,
july,28/07/2023,RH,C,"EK, SA",1A,40,field speedwell,20,12,
july,28/07/2023,RH,C,"EK, SA",1B,13,red dead-nettle,3,3,
july,28/07/2023,RH,C,"EK, SA",1B,13,field speedwell,10,4,
july,28/07/2023,RH,C,"EK, SA",1C,5,field speedwell,5,4,
july,28/07/2023,RH,C,"EK, SA",3A,2,field speedwell,2,1,
july,28/07/2023,RH,C,"EK, SA",3B,0,na,na,na,
july,28/07/2023,RH,C,"EK, SA",3C,5,field speedwell,5,2,
july,28/07/2023,RH,C,"EK, SA",5A,51,scentless mayweed,50,9,
july,28/07/2023,RH,C,"EK, SA",5A,51,field speedwell,1,1,
july,28/07/2023,RH,C,"EK, SA",5B,5,scentless mayweed,5,2,
july,28/07/2023,RH,C,"EK, SA",5C,1,scentless mayweed,1,1,
july,28/07/2023,RH,C,"EK, SA",6C,10,scentless mayweed,10,5,
july,28/07/2023,RH,C,"EK, SA",6B,10,scentless mayweed,10,2,
july,28/07/2023,RH,C,"EK, SA",6A,1,scentless mayweed,1,1,
july,28/07/2023,RH,C,"EK, SA",4C,2,field speedwell,2,1,
july,28/07/2023,RH,C,"EK, SA",4B,0,na,na,na,
july,28/07/2023,RH,C,"EK, SA",4A,5,field speedwell,5,2,
july,28/07/2023,RH,C,"EK, SA",2C,0,na,na,na,
july,28/07/2023,RH,C,"EK, SA",2B,0,na,na,na,
july,28/07/2023,RH,C,"EK, SA",2A,5,field speedwell,5,2,
july,28/07/2023,RH,C,"EK, SA",M2A,0,na,na,na,
july,28/07/2023,RH,C,"EK, SA",M2B,0,na,na,na,
july,28/07/2023,RH,C,"EK, SA",M2C,0,na,na,na,
july,28/07/2023,RH,C,"EK, SA",M1A,0,na,na,na,
july,28/07/2023,RH,C,"EK, SA",M1B,0,na,na,na,
july,28/07/2023,RH,C,"EK, SA",M1C,0,na,na,na,
july,28/07/2023,RH,C,"EK, SA",M3C,0,na,na,na,
july,28/07/2023,RH,C,"EK, SA",M3B,30,hop trefoil,30,13,
july,28/07/2023,RH,C,"EK, SA",M3A,25,bristly oxtongue,25,2,
august,24/08/2023,FE,AF,EK,1A,0,na,na,na,
august,24/08/2023,FE,AF,EK,1B,5,musk mallow,5,2,
august,24/08/2023,FE,AF,EK,1C,30,selfheal,30,36,
august,24/08/2023,FE,AF,EK,2A,0,na,na,na,
august,24/08/2023,FE,AF,EK,2B,0,na,na,na,
august,24/08/2023,FE,AF,EK,2C,0,na,na,na,
august,24/08/2023,FE,AF,EK,3A,50,narrow-leaved birdsfoot trefoil,50,16,
august,24/08/2023,FE,AF,EK,3B,45,black medick,45,14,
august,24/08/2023,FE,AF,EK,3C,25,common ragwort,20,7,
august,24/08/2023,FE,AF,EK,4C,0,na,na,na,
august,24/08/2023,FE,AF,EK,4B,0,na,na,na,
august,24/08/2023,FE,AF,EK,4A,3,fool's parsley,3,2,
august,24/08/2023,FE,AF,EK,5A,40,selfheal,40,23,
august,24/08/2023,FE,AF,EK,5B,0,na,na,na,
august,24/08/2023,FE,AF,EK,5C,0,na,na,na,
august,24/08/2023,FE,AF,EK,6A,0,na,na,na,
august,24/08/2023,FE,AF,EK,6B,0,na,na,na,
august,24/08/2023,FE,AF,EK,6C,0,na,na,na,
august,24/08/2023,FE,AF,EK,7A,0,na,na,na,
august,24/08/2023,FE,AF,EK,7B,0,na,na,na,
august,24/08/2023,FE,AF,EK,7C,15,musk mallow,15,4,
august,24/08/2023,FE,AF,EK,8A,90,red clover,90,31,
august,24/08/2023,FE,AF,EK,8B,100,red clover,100,14,
august,24/08/2023,FE,AF,EK,8C,100,red clover,100,10,
august,24/08/2023,FE,AF,EK,M1A,90,birdsfoot trefoil,90,38,
august,24/08/2023,FE,AF,EK,M1B,0,na,na,na,
august,24/08/2023,FE,AF,EK,M1C,0,na,na,na,
august,24/08/2023,FE,AF,EK,M2A,0,na,na,na,
august,24/08/2023,FE,AF,EK,M2B,0,na,na,na,
august,24/08/2023,FE,AF,EK,M2C,0,na,na,na,
august,24/08/2023,FE,AF,EK,M3A,0,na,na,na,
august,24/08/2023,FE,AF,EK,M3B,2,white clover,2,1,
august,24/08/2023,FE,AF,EK,M3C,0,na,na,na,
august,24/08/2023,FE,C,EK,1A,45,brassica,45,17,Transect 1 & 2: mostly some sort of brassica which is included in the cover crop r. Have photos and need to ask David what the cover crop was.
august,24/08/2023,FE,C,EK,1B,90,brassica,55,8,
august,24/08/2023,FE,C,EK,1B,90,buckwheat,35,400,
august,24/08/2023,FE,C,EK,1C,100,brassica,90,21,
august,24/08/2023,FE,C,EK,1C,100,buckwheat,125,,
august,24/08/2023,FE,C,EK,2A,80,brassica,20,24,
august,24/08/2023,FE,C,EK,2A,80,buckwheat,60,725,
august,24/08/2023,FE,C,EK,2B,95,brassica,95,85,
august,24/08/2023,FE,C,EK,2C,100,brassica,90,240,
august,24/08/2023,FE,C,EK,2C,100,buckwheat,10,150,
august,24/08/2023,FE,C,EK,3A,0,na,na,na,
august,24/08/2023,FE,C,EK,3B,0,na,na,na,
august,24/08/2023,FE,C,EK,3C,0,na,na,na,
august,24/08/2023,FE,C,EK,4A,0,na,na,na,
august,24/08/2023,FE,C,EK,4B,0,na,na,na,
august,24/08/2023,FE,C,EK,4C,0,na,na,na,
august,24/08/2023,FE,C,EK,5A,0,na,na,na,
august,24/08/2023,FE,C,EK,5B,0,na,na,na,
august,24/08/2023,FE,C,EK,5C,0,na,na,na,
august,24/08/2023,FE,C,EK,6A,0,na,na,na,
august,24/08/2023,FE,C,EK,6B,0,na,na,na,
august,24/08/2023,FE,C,EK,6C,0,na,na,na,
august,24/08/2023,FE,C,EK,M1A,0,na,na,na,
august,24/08/2023,FE,C,EK,M1B,10,birdsfoot trefoil,10,7,
august,24/08/2023,FE,C,EK,M1C,0,na,na,na,
august,24/08/2023,FE,C,EK,M2B,0,na,na,na,
august,24/08/2023,FE,C,EK,M3A,25,oxeye daisy,25,3,
august,24/08/2023,FE,C,EK,M3B,30,yarrow,30,9 flowers,
august,24/08/2023,FE,C,EK,M3C,40,yarrow,40,140 flowers,
august,29/08/2023,WH,AF,"EK, SA",1A,5,scentless mayweed,5,1,
august,29/08/2023,WH,AF,"EK, SA",1B,5,field pansy,5,3,
august,29/08/2023,WH,AF,"EK, SA",1C,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",2A,0,na,na,na,Tree understories strimmed since last visit.
august,29/08/2023,WH,AF,"EK, SA",2B,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",2C,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",3A,40,wild basil,40,139,
august,29/08/2023,WH,AF,"EK, SA",3B,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",3C,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",4A,15,white dead-nettle,15,12,
august,29/08/2023,WH,AF,"EK, SA",4B,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",4C,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",5A,5,scentless mayweed,5,1,
august,29/08/2023,WH,AF,"EK, SA",5B,10,knotgrass,10,3,
august,29/08/2023,WH,AF,"EK, SA",5C,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",6A,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",6B,90,creeping thistle,90,3,
august,29/08/2023,WH,AF,"EK, SA",6C,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",M1A,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",M1B,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",M1C,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",M2A,0,na,na,na,M2 mown since last visit.
august,29/08/2023,WH,AF,"EK, SA",M2B,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",M2C,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",M3A,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",M3B,0,na,na,na,
august,29/08/2023,WH,AF,"EK, SA",M3C,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",1A,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",1B,5,forget-me-not,5,9,
august,29/08/2023,WH,C,"EK, SA",1C,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",2A,1,forget-me-not,1,1,
august,29/08/2023,WH,C,"EK, SA",2B,18,common chickweed,3,1,
august,29/08/2023,WH,C,"EK, SA",2C,25,wild basil,25,9,
august,29/08/2023,WH,C,"EK, SA",3A,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",3B,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",3C,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",4A,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",4B,10,creeping buttercup,10,2,
august,29/08/2023,WH,C,"EK, SA",4C,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",5A,10,redshank,10,8,
august,29/08/2023,WH,C,"EK, SA",5B,<1,field speedwell,<1,1,
august,29/08/2023,WH,C,"EK, SA",5C,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",6A,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",6B,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",6C,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",M1A,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",M1B,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",M1C,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",M2A,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",M2B,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",M2C,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",M3A,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",M3B,0,na,na,na,
august,29/08/2023,WH,C,"EK, SA",M3C,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",1A,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",1B,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",1C,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",2A,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",2B,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",2C,100,bristly oxtongue,100,4,
august,31/08/2023,RH,AF,"EK, SA",3A,2,cut-leaved cranesbill,2,1,
august,31/08/2023,RH,AF,"EK, SA",3B,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",3C,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",4A,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",4B,10,field speedwell,10,3,
august,31/08/2023,RH,AF,"EK, SA",4C,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",5A,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",5B,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",5C,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",6A,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",6B,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",6C,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",M1A,5,common knapweed,5,1,
august,31/08/2023,RH,AF,"EK, SA",M1B,40,common fleabane,40,5,
august,31/08/2023,RH,AF,"EK, SA",M1C,10,common ragwort,10,13,
august,31/08/2023,RH,AF,"EK, SA",M2A,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",M2B,50,bristly oxtongue,50,2,
august,31/08/2023,RH,AF,"EK, SA",M2C,5,creeping thistle,5,2,
august,31/08/2023,RH,AF,"EK, SA",M3A,10,common ragwort,10,16,
august,31/08/2023,RH,AF,"EK, SA",M3B,0,na,na,na,
august,31/08/2023,RH,AF,"EK, SA",M3C,75,bristly oxtongue,75,6,
august,31/08/2023,RH,C,"EK, SA",1A,5,field speedwell,5,2,
august,31/08/2023,RH,C,"EK, SA",1B,0,na,na,na,
august,31/08/2023,RH,C,"EK, SA",1C,3,field speedwell,3,2,
august,31/08/2023,RH,C,"EK, SA",2A,0,na,na,na,
august,31/08/2023,RH,C,"EK, SA",2B,0,na,na,na,
august,31/08/2023,RH,C,"EK, SA",2C,0,na,na,na,
august,31/08/2023,RH,C,"EK, SA",3A,0,na,na,na,
august,31/08/2023,RH,C,"EK, SA",3B,0,na,na,na,
august,31/08/2023,RH,C,"EK, SA",3C,0,na,na,na,
august,31/08/2023,RH,C,"EK, SA",4A,1,field speedwell,1,1,
august,31/08/2023,RH,C,"EK, SA",4B,0,na,na,na,
august,31/08/2023,RH,C,"EK, SA",4C,1,field speedwell,1,1,
august,31/08/2023,RH,C,"EK, SA",5A,0,na,na,na,
august,31/08/2023,RH,C,"EK, SA",5B,0,na,na,na,
august,31/08/2023,RH,C,"EK, SA",5C,4,knotgrass,3,6,
august,31/08/2023,RH,C,"EK, SA",5C,4,scentless mayweed,1,1,
august,31/08/2023,RH,C,"EK, SA",6A,5,scentless mayweed,5,1,
august,31/08/2023,RH,C,"EK, SA",6B,1,field speedwell,1,1,
august,31/08/2023,RH,C,"EK, SA",6C,0,na,na,na,
august,31/08/2023,RH,C,"EK, SA",M1A,0,na,na,na,M1 mown
august,31/08/2023,RH,C,"EK, SA",M1B,20,scentless mayweed,20,4,
august,31/08/2023,RH,C,"EK, SA",M1C,0,na,na,na,
august,31/08/2023,RH,C,"EK, SA",M2A,15,common ragwort,15,32,
august,31/08/2023,RH,C,"EK, SA",M2B,0,na,na,na,
august,31/08/2023,RH,C,"EK, SA",M2C,0,na,na,na,
,,,,,,,,,,
